xAccl,yAccl,zAccl,xGyro,yGyro,zGyro,temp
-3.603274,-2.786851,2.975993,0.133631,0.044899,-0.082204,30.31824
0.751779,-0.902614,11.12825,-0.446591,-0.295507,0.181461,30.27118
-3.531447,-1.098939,5.956774,0.618593,0.190254,-0.135096,30.31824
-1.316811,-3.581726,6.428432,-0.366786,-0.208907,0.115778,30.31824
0.445322,1.106121,11.40358,0.011858,0.040502,-0.029178,30.27118
-3.256114,-2.530671,3.849876,0.385038,0.068747,-0.07794,30.22412
1.039083,0.280122,10.12747,-0.318289,-0.176132,0.168804,30.31824
-2.813187,-1.735796,3.476381,0.36532,0.051161,-0.106319,30.36529
0.086191,0.634463,10.40281,-0.25647,-0.175732,0.079406,30.31824
-3.16274,-4.144363,2.482787,0.398495,0.23462,-0.022916,30.27118
1.565808,-0.916979,9.888053,-0.385038,-0.379309,0.188789,30.27118
-2.571373,-1.024718,7.584831,0.381708,0.172268,-0.200646,30.31824
-2.408567,-2.887407,3.335123,-0.218233,-0.184392,0.11258,30.27118
0.651223,0.4956,10.83616,-0.092196,-0.086734,0.045032,30.31824
-2.559402,-2.032677,4.544195,0.419012,0.131632,-0.175466,30.36529
1.086968,0.428562,11.89679,-0.382773,-0.296573,0.20491,30.27118
-3.086126,-0.148441,6.603208,0.602871,0.149352,-0.150551,30.22412
-1.620875,-3.691859,5.068525,-0.384905,-0.198248,0.087266,30.27118
0.155623,0.952892,11.92791,0.0437,0.018119,-0.129368,30.27118
-3.095703,-2.185906,4.455609,0.386904,0.045965,-0.096326,30.31824
1.201889,-1.695095,8.652645,-0.424075,-0.346934,0.230623,30.27118
-2.480393,-1.771709,6.722919,0.506012,0.185991,-0.14309,30.22412
0.225055,-2.561796,7.711724,-0.373847,-0.307231,0.136562,30.31824
-3.177106,-0.25618,7.965509,0.481764,0.249809,-0.119908,30.27118
-2.920926,-2.784457,3.294421,-0.132299,-0.137894,0.100723,30.31824
0.438139,0.667982,9.684546,-0.049828,-0.041835,0.020251,30.27118
-3.363853,-4.115633,2.413355,0.088066,0.092596,0.040236,30.36529
1.292869,-0.586579,10.08438,-0.294574,-0.326683,0.193052,30.27118
-2.671929,-1.47004,5.193024,0.525331,0.152683,-0.184925,30.27118
-0.28491,-1.896208,6.311116,-0.371715,-0.308963,0.233421,30.31824
0.033519,0.502782,11.50414,0.16907,0.053959,-0.072345,30.31824
-3.73256,-2.736573,3.311181,0.206375,0.067681,-0.093129,30.27118
0.172383,-1.982399,7.82904,-0.375845,-0.376911,0.281917,30.22412
-0.914585,0.265756,10.84573,0.416881,0.151617,-0.113913,30.27118
-2.691083,-3.77805,3.270479,-0.116044,-0.02145,-0.013456,30.36529
1.47004,0.653617,12.13381,-0.324551,-0.210505,0.13896,30.31824
-3.184288,-1.041478,5.236119,0.585685,0.130966,-0.140159,30.27118
0.076614,-3.354277,6.892907,-0.441129,-0.309763,0.164008,30.31824
-3.007117,-1.649605,6.016629,0.517204,0.235819,-0.216501,30.31824
-0.818817,-3.548207,5.358223,-0.390634,-0.301369,0.15175,30.27118
-2.264915,0.995988,10.18972,0.130034,0.122972,-0.071945,30.31824
-2.200271,-3.217807,3.969586,-0.177198,-0.158678,0.028645,30.36529
-2.348712,-1.505953,8.11395,0.437931,0.147487,-0.167205,30.27118
-0.215478,-2.712631,3.902549,-0.409953,-0.223429,0.247277,30.31824
-1.855506,0.509965,10.4483,0.503881,0.13523,-0.147087,30.36529
-3.797204,-3.667917,2.877831,-0.179329,-0.058222,0.008926,30.31824
-0.158017,-0.203507,12.23198,-0.33028,-0.23502,0.064617,30.36529
-2.557007,-3.55539,2.504335,0.388902,0.129101,-0.022383,30.27118
1.503559,0.07422,9.842564,-0.408087,-0.23542,0.197582,30.31824
-3.25372,-0.1652,7.910442,0.494688,0.302168,-0.158945,30.36529
-1.817199,-3.215413,3.775656,-0.241015,-0.216101,0.1303,30.27118
-0.160412,0.292093,11.55442,0.000266,0.06062,-0.026113,30.41235
-3.833117,-2.621651,4.455609,0.349865,0.09113,-0.205176,30.36529
2.442086,0.050278,9.23683,-0.349199,-0.314559,0.156014,30.31824
-3.342306,-0.122104,6.945579,0.427539,0.219698,-0.1311,30.31824
-1.939303,-2.980781,2.911349,-0.237685,-0.189855,0.038237,30.36529
-2.13084,-0.383072,11.22641,0.195983,0.047164,-0.118576,30.31824
-1.960851,-3.804387,2.748544,-0.140293,-0.092995,0.163874,30.17706
1.276109,0.608127,11.7268,-0.113247,-0.124971,0.071412,30.27118
-1.977611,-3.031059,4.311957,-0.202112,-0.133098,0.032908,30.31824
-0.260968,1.192312,12.69885,-0.340406,-0.155614,0.028645,30.36529
-4.759673,-3.236961,4.869806,0.625521,0.193985,-0.131499,30.27118
-1.443704,-3.473987,5.683835,-0.430737,-0.2606,0.095793,30.22412
-0.648829,1.161188,13.15614,-0.041835,-0.01732,-0.068214,30.36529
-2.664747,-3.801992,2.48997,0.078207,0.001732,0.085934,30.31824
0.21069,0.399832,11.41555,0.015855,0.083403,-0.049562,30.27118
-2.375048,-3.201048,2.70066,0.044499,-0.05649,-0.053825,30.36529
1.54426,0.332794,10.30225,-0.282051,-0.189055,0.06928,30.31824
-3.311181,-1.805228,3.833117,0.524265,0.229691,-0.131366,30.17706
-0.009577,-2.746149,6.220136,-0.428738,-0.352663,0.195583,30.36529
-1.843535,0.100556,11.28148,0.227293,0.0866,-0.143357,30.31824
-3.979163,-3.634398,3.112462,0.060354,0.014789,0.011458,30.27118
1.108515,0.907402,11.36528,-0.326949,-0.321354,0.139093,30.22412
-2.506729,-1.656788,4.67827,0.576358,0.176798,-0.201046,30.22412
0.610521,-2.813187,4.809951,-0.369317,-0.232489,0.261799,30.27118
0.852336,0.936133,11.84651,0.1744,0.059288,-0.063018,30.31824
-3.531447,-3.210624,2.710236,0.204776,0.052093,-0.072345,30.36529
0.835576,0.052672,9.684546,-0.444992,-0.33521,0.189188,30.27118
-3.193865,-0.608127,9.009381,0.657096,0.202911,-0.181061,30.36529
1.182736,-1.812411,9.100361,-0.473904,-0.328282,0.170403,30.36529
-3.325546,-0.433351,6.73489,0.50015,0.30883,-0.16907,30.31824
-1.450886,-3.081338,4.441244,-0.28245,-0.227426,0.118576,30.31824
-0.107739,0.174777,10.76672,-0.03464,0.059155,-0.035972,30.36529
-3.232172,-3.318364,2.396596,-0.015055,-0.015055,-0.064617,30.31824
1.422156,0.167594,9.593566,-0.272458,-0.197715,0.068081,30.36529
-4.168305,-2.825158,4.771644,0.549046,0.240349,-0.093662,30.36529
-0.162806,-2.533065,7.984663,-0.373714,-0.353329,0.154015,30.41235
-1.611298,-0.016759,9.543288,0.199181,0.100856,-0.123505,30.36529
-2.679112,-3.976769,1.891419,0.093262,0.106851,0.043034,30.31824
0.952892,-2.027889,8.748413,-0.419412,-0.372781,0.175732,30.31824
-1.577779,-0.25618,8.882488,0.380908,0.144423,-0.193585,30.27118
-1.041478,-2.789245,3.73256,-0.171469,-0.125637,0.096459,30.22412
0.909797,0.785298,11.26951,-0.144689,-0.132832,0.058622,30.27118
-2.978387,-2.073379,3.62961,0.440596,0.154548,-0.182394,30.36529
-1.132457,-3.445256,5.288792,-0.39996,-0.257536,0.164141,30.31824
-0.308852,0.177171,10.79067,0.096593,0.075809,0.001199,30.27118
-3.239355,-2.966416,2.731784,0.276588,0.144689,-0.093528,30.31824
0.483629,1.367089,11.84172,-0.345868,-0.217034,0.08327,30.36529
-3.038242,-2.521094,3.780444,0.385571,0.023582,-0.116444,30.27118
0.162806,-0.014365,10.9439,-0.324685,-0.188522,0.177997,30.31824
-3.095703,-1.891419,3.093309,0.387703,0.109516,-0.128968,30.27118
-0.550666,0.423774,10.66377,-0.046498,0.001332,-0.048896,30.27118
-3.8403,-3.086126,3.952827,0.442861,0.201579,-0.017986,30.31824
1.697489,-0.122104,9.983821,-0.303101,-0.220764,0.136296,30.27118
-2.616863,-1.56102,3.512294,0.559438,0.155081,-0.16987,30.31824
0.486023,-1.628057,6.184223,-0.457916,-0.314959,0.229824,30.31824
-0.938527,0.509965,11.59991,0.237818,0.059421,-0.116178,30.36529
-3.699042,-3.667917,3.213019,0.133098,0.060087,-0.096726,30.22412
0.225055,-0.670377,11.20247,-0.438864,-0.346401,0.178397,30.36529
-3.655946,-0.208296,8.319851,0.662426,0.20451,-0.113513,30.27118
-0.098162,-3.222595,6.842629,-0.40076,-0.188256,0.118043,30.22412
0.42138,1.292869,11.50414,0.010392,0.066216,-0.013057,30.27118
-2.987964,-2.568978,3.356671,0.43087,0.106185,-0.029444,30.31824
0.950498,-0.497994,9.488221,-0.382374,-0.307897,0.235819,30.31824
-2.592921,0.059855,9.210494,0.48243,0.190787,-0.250741,30.36529
-0.869095,-2.861071,6.509834,-0.353196,-0.328681,0.147221,30.22412
-0.787692,0.445322,10.39323,0.20491,0.154681,-0.098058,30.27118
-2.590526,-3.632004,2.583344,0.030377,0.028511,-0.067681,30.27118
1.043872,0.308852,9.698911,-0.278853,-0.18759,0.09566,30.22412
-4.276044,-1.642422,5.710171,0.533591,0.23542,-0.118176,30.36529
0.383072,-1.819593,8.99741,-0.475103,-0.436865,0.174266,30.22412
-2.463634,-0.562637,9.528923,0.481764,0.144156,-0.163075,30.31824
-2.530671,-3.787627,2.794033,-0.15628,-0.100989,0.155747,30.27118
1.438915,0.586579,12.19367,-0.16574,-0.167871,0.089398,30.31824
-2.647987,-2.183512,2.841918,0.526663,0.127236,-0.182926,30.27118
1.240196,-0.533907,9.959879,-0.415681,-0.253406,0.237951,30.36529
-2.851494,-0.189142,8.101978,0.666423,0.200779,-0.157613,30.31824
-1.999158,-3.663129,4.086902,-0.341072,-0.156014,0.075675,30.27118
-0.129287,1.187524,11.43471,-0.163741,0.033041,-0.017187,30.31824
-4.774038,-2.956839,4.637569,0.480565,0.134031,-0.105253,30.36529
0.852336,-0.251391,10.87686,-0.459914,-0.346934,0.172934,30.27118
-3.440468,-1.012747,8.53054,0.458982,0.203977,-0.189721,30.22412
-2.063802,-3.459621,3.663129,-0.119642,-0.153616,0.138161,30.36529
0.816423,0.471658,11.05163,-0.061286,-0.00413,-0.022916,30.36529
-4.436456,-3.73256,3.931279,0.07834,0.002132,-0.029178,30.31824
1.130063,-0.342371,10.21366,-0.038504,-0.058622,0.107118,30.27118
-3.454833,-3.758897,2.679112,0.133631,0.095394,-0.048096,30.22412
1.438915,1.889025,11.71962,-0.200646,-0.07834,0.028511,30.31824
-3.177106,-3.44765,3.459621,0.257136,0.012657,-0.031443,30.27118
0.162806,-0.079009,10.39323,-0.19585,-0.066616,0.118976,30.31824
-3.921702,-2.944868,3.143587,0.267662,0.084868,-0.171868,30.36529
1.651999,0.648829,10.04368,-0.173067,-0.112447,0.013856,30.36529
-3.679888,-3.100491,2.889802,0.467375,0.223962,-0.108583,30.31824
0.90022,-1.915361,8.523358,-0.444593,-0.348533,0.214236,30.36529
-2.286463,-0.969652,10.14423,0.266862,0.113913,-0.183859,30.31824
-3.258508,-3.402161,2.298434,-0.127369,-0.041035,0.049162,30.22412
0.873884,0.634463,11.51132,-0.363455,-0.29644,0.084735,30.36529
-2.207454,-1.982399,6.265626,0.50015,0.140959,-0.227159,30.31824
-0.387861,-3.435679,5.492299,-0.394631,-0.380109,0.207708,30.27118
-1.017536,-0.718261,10.74278,0.19545,0.107518,-0.137361,30.36529
-3.888184,-2.956839,3.737349,0.138294,-0.034907,-0.10432,30.22412
1.288081,0.387861,10.18493,-0.391966,-0.292709,0.235819,30.36529
-2.906561,-1.661576,6.909666,0.568897,0.201046,-0.137761,30.41235
-2.030283,-3.320758,5.753267,-0.318689,-0.272325,0.116577,30.31824
-1.776498,1.084573,10.70926,0.295907,0.21317,-0.126969,30.36529
0.677559,-1.077391,9.928755,-0.401959,-0.421677,0.171069,30.31824
-1.75495,-0.536301,8.389283,0.412617,0.130034,-0.17813,30.31824
-2.035071,-3.521871,3.246537,-0.067681,-0.090997,0.133364,30.27118
0.287304,0.507571,11.8082,-0.167205,-0.24328,0.088599,30.31824
-2.868254,-2.449268,3.145981,0.271259,0.028511,-0.146421,30.36529
0.881066,-0.833182,9.212888,-0.350398,-0.268061,0.213703,30.36529
-1.201889,0.600945,9.682152,0.579689,0.221297,-0.130167,30.27118
-1.604115,-3.725378,4.912902,-0.2614,-0.160277,0.018919,30.36529
0.174777,0.268151,11.04206,-0.131233,0.084602,0.031576,30.31824
-2.669535,-3.562572,2.810793,0.149619,0.006262,0.006395,30.41235
1.759738,0.191536,8.836999,-0.305233,-0.155881,0.125371,30.27118
-3.210624,-0.682348,5.518635,0.419678,0.300836,-0.133498,30.31824
-1.240196,-2.808399,4.537012,-0.351198,-0.322153,0.191986,30.36529
-1.92015,-0.320823,9.047688,0.150818,0.090331,-0.133897,30.27118
-2.875436,-3.995923,2.650381,0.154015,0.108184,0.020518,30.31824
1.115698,-0.658406,10.99657,-0.267395,-0.381041,0.224628,30.27118
-2.099715,-1.747767,6.569689,0.536789,0.142025,-0.211438,30.31824
-0.593762,-3.287239,4.441244,-0.347867,-0.219965,0.250342,30.31824
0.873884,0.095768,11.71483,0.104054,0.017587,-0.007594,30.27118
-3.143587,-4.000711,2.516306,0.328149,0.114579,-0.103654,30.31824
0.471658,-0.502782,10.91756,-0.317224,-0.332812,0.27792,30.27118
-3.29921,-0.411803,7.596802,0.610732,0.222896,-0.129101,30.27118
-0.653617,-3.394978,6.828263,-0.427539,-0.318289,0.137495,30.31824
-3.622427,-1.855506,4.434062,0.430204,0.293642,-0.127636,30.36529
-0.342371,-2.559402,5.571307,-0.338008,-0.345069,0.175599,30.22412
-0.548272,0.411803,10.00058,0.20904,0.072611,-0.1311,30.27118
-0.600945,-3.143587,3.397372,-0.264864,-0.114579,0.15628,30.27118
1.321599,0.866701,11.21923,-0.080605,-0.088199,0.076874,30.22412
-2.394202,-2.401384,2.726996,0.457516,0.120308,-0.100323,30.36529
0.794875,-1.412579,7.831434,-0.436466,-0.324152,0.272325,30.27118
0.167594,1.012747,10.03889,0.476968,0.18226,-0.100057,30.31824
-3.500323,-3.696647,2.669535,-0.173734,-0.085002,0.031443,30.27118
0.59855,0.21069,10.86728,-0.240216,-0.079939,0.114979,30.31824
-3.531447,-2.296039,4.249708,0.58342,0.191054,-0.098991,30.31824
0.371101,-2.540248,8.075643,-0.45685,-0.366386,0.157879,30.27118
-2.736573,-0.316035,6.483498,0.38757,0.302968,-0.141891,30.31824
-1.225831,-2.784457,3.797204,-0.196516,-0.222496,0.142824,30.36529
-1.460463,0.004788,10.42675,0.309363,0.071279,-0.165873,30.27118
-0.560243,-2.384625,5.774815,-0.337208,-0.239683,0.140959,30.41235
-0.011971,0.751779,11.37485,0.011591,-0.033308,0.019718,30.27118
-3.0143,-3.622427,2.712631,0.009859,0.049962,-0.029311,30.31824
-0.73502,0.19393,11.56878,-0.410619,-0.29564,0.104187,30.22412
-4.211401,-1.084573,6.596025,0.655764,0.218233,-0.150152,30.27118
0.11971,-2.217031,8.956709,-0.457116,-0.354662,0.194518,30.22412
-3.047819,1.067814,11.09234,0.318689,0.174133,-0.184792,30.27118
-2.037466,-3.428497,4.22816,-0.038104,-0.122839,0.106585,30.27118
0.97444,0.155623,10.22803,-0.407155,-0.294041,0.181328,30.31824
-3.842694,-0.881066,6.79235,0.446858,0.208907,-0.191453,30.36529
-1.795651,-3.330335,5.523423,-0.215168,-0.298172,0.151484,30.31824
-0.232238,0.335188,10.62307,0.085934,0.066083,-0.078207,30.31824
-3.473987,-3.339911,4.209007,0.270459,0.03504,-0.05276,30.45941
0.47884,-0.529119,10.40281,-0.267395,-0.355594,0.232355,30.41235
-2.726996,-2.025495,3.49314,0.524132,0.156147,-0.134031,30.27118
-0.158017,-0.476446,10.92953,-0.518003,-0.358126,0.1311,30.36529
-4.185065,-1.980005,5.940014,0.642574,0.190787,-0.158812,30.31824
0.296881,-1.450886,9.607931,-0.453119,-0.303634,0.198515,30.27118
-3.454833,-2.202666,7.517793,0.507611,0.23875,-0.168404,30.31824
0.574608,-1.300052,7.00304,-0.253139,-0.33068,0.25727,30.27118
-4.13718,-2.178724,4.220978,0.638977,0.237551,-0.108184,30.27118
1.041478,-0.150835,10.10114,-0.507611,-0.335876,0.202778,30.31824
-2.65517,0.457293,8.872911,0.480832,0.141758,-0.142158,30.27118
-3.349488,-3.600879,3.438074,-0.206642,-0.063551,0.073943,30.36529
1.702277,0.497994,11.49935,-0.224095,-0.06515,0.076342,30.31824
-3.404555,-2.497152,5.815516,0.584086,0.142291,-0.095394,30.36529
1.074997,-1.156399,8.90643,-0.415282,-0.318289,0.219832,30.31824
-1.376666,0.280122,9.861717,0.351597,0.232222,-0.13483,30.31824
-2.109292,-3.964798,3.366248,0.052493,-0.068881,0.076342,30.27118
0.387861,0.184354,11.34852,-0.234487,-0.135629,0.055291,30.31824
-2.808399,-1.434127,6.119579,0.612331,0.263798,-0.114845,30.27118
1.742979,-1.029507,8.240842,-0.294574,-0.323086,0.223296,30.27118
-3.711013,-2.698265,2.861071,0.597942,0.242481,-0.103387,30.31824
1.046266,0.711078,10.35013,-0.53932,-0.328815,0.14389,30.36529
-2.932897,-2.293645,5.913678,0.560237,0.111648,-0.228625,30.17706
1.079785,-1.252167,8.552089,-0.41768,-0.348666,0.250608,30.22412
-2.664747,-0.54109,10.41238,0.482164,0.153616,-0.24408,30.27118
-2.96881,-3.342306,3.921702,-0.128968,-0.166139,0.055424,30.31824
0.229843,-0.014365,10.48182,-0.142291,-0.034107,0.057423,30.27118
-4.041412,-3.380613,1.946486,0.175998,0.098858,-0.138161,30.36529
1.486799,0.124498,8.920795,-0.310162,-0.240482,0.078207,30.31824
-3.529053,-1.786075,4.589685,0.504014,0.264464,-0.153083,30.36529
-1.505953,-2.588132,4.702212,-0.349199,-0.267395,0.115511,30.27118
-0.481235,0.124498,10.33577,0.060753,0.083802,-0.105652,30.31824
-4.039018,-3.734955,1.972822,0.133364,0.179995,-0.041435,30.36529
0.09098,0.555455,11.46823,-0.543317,-0.338674,0.074609,30.31824
-2.561796,-1.218649,6.665458,0.479766,0.170936,-0.250874,30.31824
-1.252167,-3.387795,5.286397,-0.343204,-0.247943,0.120841,30.36529
-0.203507,0.612916,12.40436,-0.041568,-0.024781,-0.120175,30.31824
-3.215413,-3.177106,4.726154,0.358792,0.028911,-0.153616,30.36529
0.828394,-1.73819,8.494628,-0.400227,-0.307764,0.219565,30.27118
-2.422932,0.110133,10.75954,0.528928,0.177198,-0.201312,30.36529
-1.750161,-3.167529,5.039794,-0.147487,-0.225028,0.080338,30.36529
-3.076549,-1.142034,6.754043,0.390767,0.262066,-0.151884,30.41235
-0.397437,-2.497152,5.805939,-0.410485,-0.306299,0.177331,30.31824
-2.066196,-0.656011,9.572019,0.383306,0.152816,-0.214103,30.27118
-0.746991,-3.019088,5.142745,-0.374646,-0.367851,0.260867,30.31824
0.725443,0.871489,11.83933,0.102322,0.028112,-0.117643,30.27118
-3.047819,-3.598485,4.594473,-0.099257,-0.112181,-0.00826,30.27118
0.28491,0.371101,10.97023,-0.276188,-0.078873,0.151617,30.41235
-3.313575,-2.513912,4.24492,0.522266,0.200646,-0.157613,30.27118
0.665588,-2.652776,7.52737,-0.375046,-0.288312,0.160011,30.22412
-1.460463,0.52433,9.232041,0.245412,0.215701,-0.103654,30.41235
-3.172317,-3.260903,2.25055,-0.046897,0.016521,-0.028778,30.27118
0.320823,0.438139,10.38605,-0.217833,-0.150685,0.054758,30.31824
-3.727772,-3.102885,2.992752,0.467242,0.251141,-0.112181,30.27118
0.237026,-2.267309,7.173028,-0.461113,-0.350931,0.204244,30.27118
-1.189918,0.471658,9.560047,0.190387,0.123372,-0.162675,30.31824
-3.172317,-3.888184,1.66397,-0.048629,0.053692,0.05276,30.27118
0.275333,0.296881,10.5297,-0.413949,-0.302302,0.043167,30.41235
-2.870648,-1.620875,4.465186,0.467109,0.114579,-0.180528,30.27118
1.031901,0.050278,10.07241,-0.380508,-0.251674,0.236752,30.27118
-3.541024,-2.935291,3.442862,0.450721,0.185191,-0.146155,30.22412
1.237802,-1.788469,8.339005,-0.359858,-0.314825,0.153882,30.36529
-3.65834,-0.560243,5.844246,0.480432,0.252074,-0.129767,30.27118
-1.244985,-3.10528,4.189853,-0.385571,-0.26926,0.135763,30.31824
-2.387019,-0.543484,10.05565,0.379576,0.131233,-0.179729,30.17706
-2.123657,-3.244143,3.948039,-0.192386,-0.080738,0.106185,30.31824
0.873884,0.670377,11.67892,-0.253806,-0.239283,0.088332,30.22412
-2.863465,-2.209848,4.824317,0.524265,0.104054,-0.217833,30.36529
0.639252,-1.486799,7.017405,-0.401559,-0.435933,0.3047,30.31824
-0.268151,0.497994,11.26472,0.333744,0.088732,-0.16121,30.27118
-3.375824,-2.753332,3.768473,0.087799,-0.029444,-0.057556,30.27118
0.567426,-0.150835,10.46027,-0.307764,-0.185724,0.19132,30.22412
-3.725378,-2.094927,4.369418,0.616328,0.223828,-0.237418,30.27118
0.167594,-2.451663,7.304709,-0.342804,-0.328015,0.12164,30.31824
-1.841141,0.407014,9.988609,0.244613,0.165074,-0.100057,30.31824
-3.624821,-3.198653,2.861071,0.141225,0.031842,-0.098858,30.27118
0.775721,0.158017,8.954314,-0.242481,-0.268328,0.109516,30.41235
-3.763685,-0.960075,6.359,0.553043,0.284982,-0.132299,30.27118
0.304064,-0.196325,9.830592,-0.588749,-0.338541,0.169204,30.36529
-2.396596,0.751779,8.458715,0.372914,0.153749,-0.183859,30.31824
-2.956839,-3.433285,2.952051,-0.186923,-0.038104,0.088332,30.36529
1.666364,1.170765,12.18649,-0.299371,-0.129501,0.06555,30.31824
-2.932897,-2.166753,5.693412,0.617527,0.142291,-0.108983,30.41235
-1.434127,-3.191471,8.128315,-0.40942,-0.334544,0.211172,30.36529
-2.710236,-1.398214,7.034164,0.554908,0.219698,-0.146155,30.31824
0.995988,-1.132457,8.343793,-0.305233,-0.343204,0.217833,30.36529
-3.780444,-1.165976,6.497863,0.567299,0.270859,-0.143224,30.27118
-0.258574,-3.79481,4.697424,-0.28738,-0.160544,0.140692,30.31824
1.154005,0.682348,10.63504,0.035706,-0.001865,0.014922,30.36529
-3.766079,-3.196259,3.112462,0.429671,0.206375,-0.053292,30.31824
1.388637,-1.812411,8.269572,-0.560104,-0.289645,0.219299,30.27118
-2.731784,-0.318429,7.474698,0.527862,0.184525,-0.149219,30.36529
-2.011129,-3.490746,4.288015,-0.262865,-0.065949,0.073277,30.22412
0.878672,0.761356,12.09311,-0.238484,-0.066616,-0.029977,30.17706
-3.775656,-2.202666,4.81474,0.581021,0.144956,-0.089398,30.27118
-0.730232,-2.420538,9.176975,-0.433401,-0.341605,0.195317,30.31824
-2.341529,0.627281,11.81778,0.287646,0.162409,-0.193851,30.17706
0.105345,-2.207454,5.942409,-0.23955,-0.246877,0.200513,30.27118
-3.411737,-1.216254,9.244013,0.453253,0.170936,-0.156147,30.31824
-1.716643,-3.272874,3.746926,-0.088732,-0.07794,0.077274,30.36529
1.343147,-0.258574,9.849746,-0.120175,-0.116844,0.132032,30.31824
-3.564966,-3.248932,2.817975,0.284315,0.153216,-0.0429,30.22412
1.132457,-1.197101,9.821015,-0.532392,-0.29151,0.174933,30.27118
-3.141193,-2.959233,4.599261,0.59581,0.154548,-0.142291,30.31824
0.562637,-2.497152,8.355764,-0.451387,-0.305366,0.16494,30.27118
-0.181959,0.732626,10.57998,0.197182,0.2181,-0.114845,30.36529
-1.740585,-3.301604,4.254497,-0.164807,-0.198914,0.115511,30.31824
-0.155623,0.148441,11.48499,-0.007994,0.034374,0.00906,30.36529
-2.724602,-2.073379,4.120421,0.359191,0.176798,-0.101655,30.22412
1.010353,-1.381454,7.328651,-0.281518,-0.37891,0.221963,30.27118
-3.543418,-1.170765,7.419631,0.512008,0.171069,-0.151084,30.27118
-0.414197,-3.766079,4.197036,-0.199447,-0.158545,0.06968,30.31824
1.335965,0.711078,10.53928,-0.054891,-0.106452,0.103121,30.36529
-3.342306,-2.389413,3.301604,0.478567,0.189322,-0.089665,30.27118
1.335965,-2.190695,7.448361,-0.588083,-0.321221,0.207708,30.22412
-0.565032,0.742203,9.967062,0.38264,0.175466,-0.138427,30.36529
-0.196325,-2.971204,6.73489,-0.372381,-0.220231,0.123639,30.41235
-3.488352,-1.067814,7.450756,0.592613,0.195983,-0.220764,30.22412
-1.268927,-2.925715,5.209783,-0.217567,-0.23875,0.133231,30.27118
-0.632069,0.342371,11.6861,0.088998,0.026113,0.000533,30.31824
-3.605668,-2.066196,3.993528,0.376112,0.127769,-0.143623,30.36529
0.490811,-0.567426,8.50181,-0.250342,-0.358259,0.16907,30.36529
-3.083732,-0.54109,9.040505,0.530394,0.276055,-0.15215,30.27118
1.024718,-1.577779,6.895301,-0.459515,-0.29604,0.146155,30.27118
-2.164358,-0.548272,8.585608,0.44819,0.167871,-0.217034,30.31824
-2.379837,-3.730166,2.947262,-0.316291,-0.113113,0.115245,30.22412
-0.177171,0.730232,11.76032,0.186257,0.057822,-0.15175,30.36529
-3.031059,-3.136404,3.641581,0.240216,0.028112,-0.093928,30.31824
1.199495,-0.907402,8.961497,-0.374779,-0.292443,0.2614,30.36529
-3.193865,-1.678335,5.027823,0.627519,0.242348,-0.166139,30.27118
0.069432,-3.22499,5.829881,-0.26593,-0.252074,0.132032,30.31824
-0.672771,0.19393,10.27591,-0.012524,0.100856,-0.012524,30.27118
-2.918532,-2.999935,3.191471,0.280185,0.073544,-0.124704,30.31824
-0.158017,-2.214637,7.390901,-0.316957,-0.351064,0.135096,30.22412
-1.137246,0.294487,9.782708,0.293109,0.212504,-0.132432,30.27118
-2.664747,-3.454833,2.75812,0.016254,-0.009193,-0.072211,30.22412
0.68953,0.325611,9.890448,-0.217034,-0.170403,0.05276,30.27118
-3.713407,-2.911349,3.306392,0.500949,0.286314,-0.102721,30.17706
0.399832,-1.280898,9.900024,-0.488559,-0.393032,0.177864,30.31824
-2.523489,-1.857901,6.701371,0.580622,0.133631,-0.223162,30.36529
-0.354342,-3.165135,5.810728,-0.387303,-0.380642,0.249276,30.31824
-0.409408,-0.88346,10.87446,0.481498,0.175332,-0.157213,30.27118
-0.687136,-3.5099,7.264008,-0.355328,-0.232089,0.106452,30.27118
-1.130063,0.624887,10.9846,0.027046,0.134564,-0.003997,30.31824
-3.471592,-2.937686,2.363077,0.203044,0.107251,-0.077407,30.36529
1.331176,-0.320823,8.853758,-0.299371,-0.219698,0.114179,30.36529
-3.337517,-0.023942,6.83784,0.489625,0.24368,-0.13483,30.41235
-0.823605,-2.274492,6.967127,-0.430603,-0.449389,0.189855,30.36529
-2.111686,-1.165976,8.619126,0.314026,0.125371,-0.165207,30.31824
-2.41575,-3.615245,3.624821,-0.174133,-0.101522,0.116044,30.31824
0.203507,-0.670377,10.76672,-0.433002,-0.398095,0.210372,30.27118
-2.343924,-1.345541,8.099585,0.51787,0.131366,-0.220764,30.41235
-1.860295,-3.557784,3.785233,-0.334677,-0.20411,0.180395,30.36529
1.086968,1.170765,12.35647,0.001466,-0.121507,-0.03917,30.36529
-3.672705,-3.541024,3.687071,0.402358,0.096193,-0.177464,30.31824
1.25935,-0.35913,9.186552,-0.420478,-0.370649,0.282051,30.36529
-3.062184,-1.774103,5.473145,0.631516,0.219832,-0.150685,30.31824
1.18513,-2.020706,8.346188,-0.40862,-0.285914,0.13523,30.31824
-4.022259,-0.85473,6.26802,0.467508,0.229424,-0.126703,30.36529
-1.084573,-3.169923,4.666299,-0.366386,-0.28658,0.140825,30.41235
-1.96564,-0.093374,10.11071,0.429937,0.127236,-0.189588,30.36529
-1.426944,-3.416526,3.983952,-0.24861,-0.115112,0.121374,30.36529
0.713472,1.264138,11.36528,-0.214103,-0.187456,0.062485,30.31824
